,price,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,availability_365,host_identity_verified,host_is_superhost,bedrooms_per_person,bathrooms_per_person,past_and_future_popularity,Bondi,Bondi Beach,Coogee,Darlinghurst,Manly,North Bondi,Randwick,Redfern,Surry Hills,Sydney,Apartment,Bed and breakfast,Boutique hotel,Bungalow,Condominium,Cottage,Guest suite,Guesthouse,Hostel,Hotel,House,Loft,Other,Serviced apartment,Townhouse,Villa,Entire home/apt,Hotel room,Private room,Shared room,flexible,luxury_moderate,moderate,strict_14_with_grace_period,super_strict_30,super_strict_60
11419,1550.0,151.28743,-33.807809999999996,100.0,2.0,5.0,6500.0,350.0,8.0,3.0,4.0,4.0,173.0,1.0,0.0,0.5,0.375,0.011494252873563218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11421,99.0,151.27149,-33.89258,97.0,21.0,2.0,0.0,80.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.5,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11425,320.0,151.25877,-33.89161,100.0,3.0,3.0,500.0,100.0,6.0,2.5,4.0,5.0,359.0,0.0,0.0,0.6666666666666666,0.4166666666666667,0.008333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11426,63.0,151.2646,-33.89412,100.0,11.0,2.0,0.0,50.0,1.0,1.0,1.0,1.0,216.0,1.0,0.0,1.0,1.0,0.05069124423963134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11427,80.0,151.25306,-33.925670000000004,95.0,27.0,1.0,0.0,45.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11429,1001.0,151.26568999999998,-33.88783,90.0,2.0,5.0,500.0,50.0,7.0,2.0,4.0,4.0,358.0,1.0,0.0,0.5714285714285714,0.2857142857142857,0.005571030640668524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11431,80.0,151.27298000000002,-33.89379,80.0,1.0,4.0,200.0,50.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11433,105.0,151.2129,-33.88604,96.0,38.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,333.0,1.0,1.0,0.5,0.5,0.11377245508982035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11439,300.0,151.27586000000002,-33.88463,96.0,0.0,7.0,1000.0,0.0,4.0,1.0,2.0,2.0,87.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11440,480.0,151.28153,-33.79333,100.0,52.0,3.0,500.0,160.0,5.0,2.0,3.0,3.0,290.0,1.0,1.0,0.6,0.4,0.17869415807560138,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11441,129.0,151.25968,-33.89038,96.0,0.0,14.0,300.0,140.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11443,170.0,151.27045,-33.893390000000004,100.0,3.0,7.0,200.0,65.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.5,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11446,365.0,151.2714,-33.89318,100.0,2.0,3.0,500.0,100.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.4,0.2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11448,175.0,151.2598,-33.8952,96.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11450,400.0,151.26903000000001,-33.89151,80.0,1.0,7.0,0.0,0.0,6.0,2.0,2.0,3.0,349.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.002857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11452,189.0,151.19705,-33.89655,100.0,5.0,2.0,500.0,90.0,4.0,2.0,2.0,2.0,0.0,1.0,0.0,0.5,0.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11453,201.0,151.26718,-33.88664,100.0,14.0,2.0,500.0,70.0,2.0,1.0,1.0,1.0,90.0,1.0,0.0,0.5,0.5,0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11454,449.0,151.23731,-33.92199,100.0,1.0,5.0,0.0,0.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0,0.75,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11456,172.0,151.20481,-33.87,100.0,130.0,3.0,0.0,70.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11459,305.0,151.21138,-33.86261,99.0,109.0,1.0,0.0,15.0,3.0,1.0,1.0,1.0,135.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.8014705882352942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11460,148.0,151.27154,-33.89293,96.0,0.0,2.0,0.0,50.0,2.0,2.0,1.0,3.0,88.0,1.0,0.0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11466,201.0,151.28328,-33.890159999999995,100.0,7.0,2.0,250.0,85.0,2.0,1.0,1.0,1.0,8.0,0.0,0.0,0.5,0.5,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11471,234.0,151.19895,-33.89482,100.0,1.0,4.0,500.0,90.0,4.0,1.0,2.0,2.0,5.0,1.0,1.0,0.5,0.25,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11488,198.0,151.25381000000002,-33.92637,100.0,4.0,5.0,0.0,50.0,6.0,1.0,3.0,3.0,0.0,1.0,0.0,0.5,0.16666666666666666,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11497,800.0,151.27045,-33.88994,96.0,0.0,7.0,0.0,120.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,0.6,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11501,400.0,151.28418,-33.891020000000005,93.0,3.0,2.0,0.0,50.0,6.0,1.0,2.0,3.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11502,201.0,151.25017,-33.9169,90.0,16.0,3.0,500.0,240.0,6.0,2.0,3.0,4.0,99.0,0.0,0.0,0.5,0.3333333333333333,0.16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11503,185.0,151.25331,-33.91632,96.0,0.0,4.0,0.0,100.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11506,63.0,151.21989,-33.875640000000004,88.0,10.0,5.0,200.0,40.0,1.0,1.5,1.0,1.0,60.0,1.0,0.0,1.0,1.5,0.16393442622950818,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11507,100.0,151.27837,-33.88943,90.0,5.0,10.0,200.0,15.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11510,225.0,151.19881999999998,-33.89472,60.0,1.0,3.0,0.0,20.0,6.0,2.0,2.0,2.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11512,750.0,151.21345,-33.89062,96.0,0.0,14.0,0.0,200.0,9.0,1.5,4.0,6.0,256.0,1.0,0.0,0.4444444444444444,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11517,121.0,151.24805,-33.92654,96.0,25.0,3.0,300.0,80.0,2.0,1.0,1.0,1.0,343.0,1.0,0.0,0.5,0.5,0.07267441860465117,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11521,71.0,151.23738,-33.90677,96.0,0.0,21.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11522,1150.0,151.2839,-33.892509999999994,96.0,0.0,4.0,0.0,0.0,4.0,2.0,2.0,2.0,358.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11523,100.0,151.20592,-33.87785,100.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,41.0,1.0,0.0,1.0,1.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11528,105.0,151.26588999999998,-33.89397,100.0,2.0,10.0,500.0,50.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
11532,84.0,151.24342,-33.915009999999995,100.0,4.0,5.0,200.0,25.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,0.5,0.25,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11535,195.0,151.28836,-33.80275,93.0,25.0,2.0,0.0,60.0,2.0,1.0,1.0,1.0,364.0,1.0,0.0,0.5,0.5,0.0684931506849315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11536,289.0,151.21184,-33.87983,97.0,6.0,5.0,0.0,45.0,4.0,1.0,1.0,2.0,332.0,1.0,0.0,0.25,0.25,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11537,70.0,151.21358999999998,-33.87659,96.0,95.0,2.0,300.0,50.0,1.0,1.0,1.0,1.0,35.0,0.0,1.0,1.0,1.0,2.638888888888889,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11543,150.0,151.28707,-33.79931,100.0,3.0,5.0,0.0,30.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11546,800.0,151.28848,-33.801970000000004,87.0,3.0,3.0,0.0,50.0,5.0,2.0,3.0,3.0,90.0,0.0,0.0,0.6,0.4,0.03296703296703297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11552,90.0,151.24239,-33.912859999999995,50.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,90.0,0.0,0.0,0.5,0.5,0.02197802197802198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11556,209.0,151.21348999999998,-33.876999999999995,88.0,8.0,2.0,500.0,0.0,5.0,1.0,0.0,3.0,119.0,1.0,0.0,0.0,0.2,0.06666666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11557,150.0,151.27026,-33.89159,87.0,4.0,7.0,200.0,150.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11567,90.0,151.27153,-33.8965,96.0,65.0,2.0,200.0,35.0,2.0,1.0,1.0,2.0,82.0,1.0,1.0,0.5,0.5,0.7831325301204819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11572,121.0,151.20275,-33.86908,89.0,96.0,2.0,0.0,100.0,6.0,2.0,2.0,2.0,33.0,1.0,0.0,0.3333333333333333,0.3333333333333333,2.823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11580,250.0,151.2168,-33.884190000000004,100.0,1.0,3.0,800.0,120.0,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.4,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11584,180.0,151.2542,-33.92754,100.0,4.0,3.0,0.0,65.0,2.0,1.0,1.0,1.0,28.0,1.0,0.0,0.5,0.5,0.13793103448275862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11588,220.0,151.21281000000002,-33.89562,96.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11590,150.0,151.27145,-33.88084,90.0,2.0,4.0,150.0,70.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11592,220.0,151.27905,-33.88841,95.0,4.0,1.0,500.0,50.0,4.0,1.0,1.0,2.0,0.0,1.0,0.0,0.25,0.25,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11601,160.0,151.24836000000002,-33.91979,85.0,5.0,5.0,0.0,120.0,4.0,2.0,2.0,2.0,252.0,0.0,0.0,0.5,0.5,0.019762845849802372,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11606,180.0,151.28208,-33.79193,100.0,7.0,2.0,0.0,60.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11609,99.0,151.21143,-33.89333,96.0,121.0,2.0,0.0,100.0,3.0,1.0,1.0,1.0,294.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.4101694915254237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11612,191.0,151.26972,-33.8855,80.0,5.0,2.0,200.0,100.0,4.0,1.0,1.0,1.0,89.0,1.0,0.0,0.25,0.25,0.05555555555555555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11620,900.0,151.26457,-33.891740000000006,96.0,1.0,7.0,0.0,100.0,7.0,4.0,4.0,5.0,0.0,1.0,0.0,0.5714285714285714,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
11621,129.0,151.21284,-33.87978,94.0,180.0,1.0,0.0,99.0,2.0,1.0,1.0,1.0,105.0,1.0,0.0,0.5,0.5,1.6981132075471699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
11625,48.0,151.19814,-33.893359999999994,100.0,2.0,3.0,150.0,55.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
